Rank,Molecule,Candidate Type,Entity Class,Related Receptors,GPR62,GPR61,GPR135,MT2,5-HT6,GPCRLigNet Score,ML Prediction,Experimental Validation,Evidence Level,Evidence Sentence,Literature Score,Receptor Relevance,Priority Score,Source,Years,PMIDs,PMCIDs,Journals,DOIs,Article Titles,Article Links,PubChem CID,SMILES,Paper Count,Interpretation,Recommended Next Step
203,Ondansetron,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.05891041457653046,Low,Unvalidated,E,,6,0.25,0.1127917694747448,PubMed + PMC,2021; 2022,34467765; 35022720,PMC8474115; PMC9154270,Journal of medicinal chemistry; The international journal of neuropsychopharmacology,10.1021/acs.jmedchem.1c00224; 10.1093/ijnp/pyac003,"Dual 5-HT3 and 5-HT6 Receptor Antagonist FPPQ Normalizes Phencyclidine-Induced Disruption of Brain Oscillatory Activity in Rats. | Structure-Based Design and Optimization of FPPQ, a Dual-Acting 5-HT3 and 5-HT6 Receptor Antagonist with Antipsychotic and Procognitive Properties.",https://pubmed.ncbi.nlm.nih.gov/35022720/ | https://pubmed.ncbi.nlm.nih.gov/34467765/,4595,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,2,Ondansetron currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
204,dopamine D2,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.06756026297807693,Low,Unvalidated,E,,3,0.25,0.11241417093575001,PubMed + PMC,2023,36770774,PMC9919591,"Molecules (Basel, Switzerland)",10.3390/molecules28031108,New Triazine Derivatives as Serotonin 5-HT6 Receptor Ligands.,https://pubmed.ncbi.nlm.nih.gov/36770774/,18598488,C1=CC(=C(C=C1CCN)O)O,1,dopamine D2 currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
205,Thymol,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.05689239501953125,Low,Unvalidated,E,,3,0.25,0.10548005676269531,PubMed + PMC,2019,31336820,PMC6678253,International journal of molecular sciences,10.3390/ijms20143420,"The 1,3,5-Triazine Derivatives as Innovative Chemical Family of 5-HT6 Serotonin Receptor Agents with Therapeutic Perspectives for Cognitive Impairment.",https://pubmed.ncbi.nlm.nih.gov/31336820/,6989,CC1=CC(=C(C=C1)C(C)C)O,1,Thymol currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
206,acetylcholine,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.004161999095231295,Low,Direct receptor evidence,C,"Effects of the 5-HT6 receptor antagonist idalopirdine on extracellular levels of monoamines, glutamate and acetylcholine in the rat medial prefrontal cortex.",20,0.25,0.10520529941190035,PubMed + PMC,2015; 2016; 2017; 2018,26022777; 26044973; 27039041; 28188762; 28196966; 29848076,PMC5322869,Current pharmaceutical design; European journal of pharmacology; Expert opinion on investigational drugs; Medical science monitor : international medical journal of experimental and clinical research; Neuropharmacology,10.1016/j.ejphar.2017.02.010; 10.1016/j.neuropharm.2016.03.043; 10.1080/13543784.2018.1483334; 10.12659/msm.899067; 10.1517/13543784.2015.1052402; 10.2174/1381612821666150605112105,"The role of 5 HT6-receptor antagonists in Alzheimer's disease: an update. | Effect of Selective 5-HT6R Agonist on Expression of 5-HT Receptor and Neurotransmitter in Vascular Dementia Rats. | Effects of the 5-HT6 receptor antagonist idalopirdine on extracellular levels of monoamines, glutamate and acetylcholine in the rat medial prefrontal cortex. | The 5-HT6 receptor antagonist idalopirdine potentiates the effects of acetylcholinesterase inhibition on neuronal network oscillations and extracellular acetylcholine levels in the rat dorsal hippocampus. | 5-HT6 Receptor Antagonists: Potential Efficacy for the Treatment of Cognitive Impairment in Schizophrenia. | Idalopirdine as a treatment for Alzheimer's disease.",https://pubmed.ncbi.nlm.nih.gov/29848076/ | https://pubmed.ncbi.nlm.nih.gov/28196966/ | https://pubmed.ncbi.nlm.nih.gov/28188762/ | https://pubmed.ncbi.nlm.nih.gov/27039041/ | https://pubmed.ncbi.nlm.nih.gov/26044973/ | https://pubmed.ncbi.nlm.nih.gov/26022777/,187,CC(=O)OCC[N+](C)(C)C,6,acetylcholine has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing
207,GABA,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.06152084469795227,Low,Unvalidated,E,,0,0.25,0.10248854905366897,PubMed + PMC,2017,28196966,PMC5322869,Medical science monitor : international medical journal of experimental and clinical research,10.12659/msm.899067,Effect of Selective 5-HT6R Agonist on Expression of 5-HT Receptor and Neurotransmitter in Vascular Dementia Rats.,https://pubmed.ncbi.nlm.nih.gov/28196966/,119,C(CC(=O)O)CN,1,GABA currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
208,N-phenylsulfonylindole,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.0418897420167923,Low,Direct receptor evidence,C,Rationally designed N-phenylsulfonylindoles as a tool for the analysis of the non-basic 5-HT6R ligands binding mode.,6,0.25,0.10172833231091499,PubMed,2021,33328102,,European journal of medicinal chemistry,10.1016/j.ejmech.2020.112916,Rationally designed N-phenylsulfonylindoles as a tool for the analysis of the non-basic 5-HT6R ligands binding mode.,https://pubmed.ncbi.nlm.nih.gov/33328102/,315017,C1=CC=C(C=C1)S(=O)(=O)N2C=CC3=CC=CC=C32,1,N-phenylsulfonylindole has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing
209,Oxazolidinones,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.05021544173359871,Low,Unvalidated,E,,3,0.25,0.10114003712683917,PubMed,2014,24704027,,Bioorganic & medicinal chemistry letters,10.1016/j.bmcl.2014.03.049,Lactam and oxazolidinone derived potent 5-hydroxytryptamine 6 receptor antagonists.,https://pubmed.ncbi.nlm.nih.gov/24704027/,73949,C1COC(=O)N1,1,Oxazolidinones currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
210,pyrazole,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.04027549549937248,Low,Direct receptor evidence,C,Neuropathic pain-alleviating effects of pyrazole-conjugated arylsulfonamides as 5-HT6 receptor antagonists.,6,0.25,0.1006790720745921,PubMed,2017,28729057,,Bioorganic & medicinal chemistry letters,10.1016/j.bmcl.2017.07.031,Neuropathic pain-alleviating effects of pyrazole-conjugated arylsulfonamides as 5-HT6 receptor antagonists.,https://pubmed.ncbi.nlm.nih.gov/28729057/,1048,C1=CNN=C1,1,pyrazole has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing
211,Ethanol,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.03753688558936119,Low,Direct receptor evidence,C,Chronic treatment with a selective 5-HT6 receptor antagonist alters the behavioral and neurochemical effects of ethanol in young adult rats.,6,0.25,0.09889897563308477,PubMed,2016,25932717,,Behavioural pharmacology,10.1097/FBP.0000000000000141,Chronic treatment with a selective 5-HT6 receptor antagonist alters the behavioral and neurochemical effects of ethanol in young adult rats.,https://pubmed.ncbi.nlm.nih.gov/25932717/,702,CCO,1,Ethanol has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing
212,emtricitabine,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.05273628607392311,Low,Unvalidated,E,,1,0.25,0.09877858594805003,PubMed + PMC,2016,27157251,PMC4914440,Pharmacological research,10.1016/j.phrs.2016.04.028,Molecular mechanisms of serotonergic action of the HIV-1 antiretroviral efavirenz.,https://pubmed.ncbi.nlm.nih.gov/27157251/,60877,C1C(OC(S1)CO)N2C=C(C(=NC2=O)N)F,1,emtricitabine currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
213,lorcaserin,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.0370190255343914,Low,Unvalidated,E,,6,0.25,0.09856236659735441,PubMed + PMC,2016,26507195,PMC4710672,Psychopharmacology,10.1007/s00213-015-4112-x,"The 5-HT₂C receptor agonist, lorcaserin, and the 5-HT₆ receptor antagonist, SB-742457, promote satiety; a microstructural analysis of feeding behaviour.",https://pubmed.ncbi.nlm.nih.gov/26507195/,11658860,CC1CNCCC2=C1C=C(C=C2)Cl,1,lorcaserin currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
214,4-Aminopyridine,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.04263344034552574,Low,Unvalidated,E,,4,0.25,0.09821173622459173,PubMed,2016,27068148,,European journal of pharmacology,10.1016/j.ejphar.2016.04.010,WAY208466 inhibits glutamate release at hippocampal nerve terminals.,https://pubmed.ncbi.nlm.nih.gov/27068148/,1727,C1=CN=CC=C1N,1,4-Aminopyridine currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
215,Pyrrolidines,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.04426712915301323,Low,Unvalidated,E,,3,0.25,0.09727363394945861,PubMed,2018,29853337,,Bioorganic & medicinal chemistry,10.1016/j.bmc.2018.05.033,"Pyrroloquinoline scaffold-based 5-HT6R ligands: Synthesis, quantum chemical and molecular dynamic studies, and influence of nitrogen atom position in the scaffold on affinity.",https://pubmed.ncbi.nlm.nih.gov/29853337/,10176084,C1CC=CNC1,1,Pyrrolidines currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
216,Quinolones,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.04229481890797615,Low,Unvalidated,E,,3,0.25,0.09599163229018451,PubMed,2015,25331460,,European journal of nuclear medicine and molecular imaging,10.1007/s00259-014-2936-y,Preclinical evaluation of [18F]2FNQ1P as the first fluorinated serotonin 5-HT6 radioligand for PET imaging.,https://pubmed.ncbi.nlm.nih.gov/25331460/,6038,C1=CC=C2C(=C1)C=CC(=O)N2,1,Quinolones currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
217,1-(phenylsulfonyl)-1H-indole,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.0418897420167923,Low,Direct receptor evidence,C,Discovery of 1-(phenylsulfonyl)-1H-indole-based multifunctional ligands targeting cholinesterases and 5-HT6 receptor with anti-aggregation properties against amyloid-beta and tau.,3,0.25,0.095728332310915,PubMed,2021,34461507,,European journal of medicinal chemistry,10.1016/j.ejmech.2021.113783,Discovery of 1-(phenylsulfonyl)-1H-indole-based multifunctional ligands targeting cholinesterases and 5-HT6 receptor with anti-aggregation properties against amyloid-beta and tau.,https://pubmed.ncbi.nlm.nih.gov/34461507/,315017,C1=CC=C(C=C1)S(=O)(=O)N2C=CC3=CC=CC=C32,1,1-(phenylsulfonyl)-1H-indole has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing
218,2-aminoimidazole,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.031709786504507065,Low,Direct receptor evidence,C,2-Aminoimidazole-based antagonists of the 5-HT6 receptor - A new concept in aminergic GPCR ligand design.,6,0.25,0.09511136122792958,PubMed,2019,31229883,,European journal of medicinal chemistry,10.1016/j.ejmech.2019.06.001,2-Aminoimidazole-based antagonists of the 5-HT6 receptor - A new concept in aminergic GPCR ligand design.,https://pubmed.ncbi.nlm.nih.gov/31229883/,82140,C1=CN=C(N1)N,1,2-aminoimidazole has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing
219,2-propoxybenzamide,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.03924715146422386,Low,Unvalidated,E,,3,0.25,0.09401064845174552,PubMed,2015,25557493,,European journal of medicinal chemistry,10.1016/j.ejmech.2014.12.045,Novel 5-HT6 receptor antagonists/D2 receptor partial agonists targeting behavioral and psychological symptoms of dementia.,https://pubmed.ncbi.nlm.nih.gov/25557493/,43051,CCCOC1=CC=CC=C1C(=O)N,1,2-propoxybenzamide currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
220,Corticosterone,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.0452628992497921,Low,Unvalidated,E,,0,0.25,0.09192088451236487,PubMed,2016,27331439,,Journal of medicinal food,10.1089/jmf.2016.3660,Antistress Effects of Rosa rugosa Thunb. on Total Sleep Deprivation-Induced Anxiety-Like Behavior and Cognitive Dysfunction in Rat: Possible Mechanism of Action of 5-HT6 Receptor Antagonist.,https://pubmed.ncbi.nlm.nih.gov/27331439/,5753,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,1,Corticosterone currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
221,Pyrroles,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.03251950815320015,Low,Unvalidated,E,,3,0.25,0.08963768029958011,PubMed,2018,29853337,,Bioorganic & medicinal chemistry,10.1016/j.bmc.2018.05.033,"Pyrroloquinoline scaffold-based 5-HT6R ligands: Synthesis, quantum chemical and molecular dynamic studies, and influence of nitrogen atom position in the scaffold on affinity.",https://pubmed.ncbi.nlm.nih.gov/29853337/,8027,C1=CNC=C1,1,Pyrroles currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
222,"1H-pyrrolo[2,3-f]quinoline",5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.022131912410259247,Low,Unvalidated,E,,6,0.25,0.08888574306666851,PubMed,2018,29853337,,Bioorganic & medicinal chemistry,10.1016/j.bmc.2018.05.033,"Pyrroloquinoline scaffold-based 5-HT6R ligands: Synthesis, quantum chemical and molecular dynamic studies, and influence of nitrogen atom position in the scaffold on affinity.",https://pubmed.ncbi.nlm.nih.gov/29853337/,135645806,C1=CNC2=CC=C3C=CN=C3C2=C1,1,"1H-pyrrolo[2,3-f]quinoline currently has an ML prediction but requires stronger receptor-specific literature validation.",Literature validation needed before experimental priority
223,quinoline,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.009761938825249672,Low,Direct receptor evidence,C,"Pyrroloquinoline scaffold-based 5-HT6R ligands: Synthesis, quantum chemical and molecular dynamic studies, and influence of nitrogen atom position in the scaffold on affinity.",9,0.25,0.08684526023641229,PubMed,2018,29853337,,Bioorganic & medicinal chemistry,10.1016/j.bmc.2018.05.033,"Pyrroloquinoline scaffold-based 5-HT6R ligands: Synthesis, quantum chemical and molecular dynamic studies, and influence of nitrogen atom position in the scaffold on affinity.",https://pubmed.ncbi.nlm.nih.gov/29853337/,7047,C1=CC=C2C(=C1)C=CC=N2,1,quinoline has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing
224,Sulfides,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.027985097840428352,Low,Unvalidated,E,,3,0.25,0.08669031359627843,PubMed + PMC,2025,40020084,PMC11926880,ACS chemical neuroscience,10.1021/acschemneuro.4c00873,Procognitive Potential of Neuroprotective Triazine 5-HT6 Receptor Antagonists Tested on Chronic Activity In Vivo in Rats: Computer-Aided Insight into the Role of Chalcogen-Differences on the Pharmacological Profile.,https://pubmed.ncbi.nlm.nih.gov/40020084/,402,S,1,Sulfides currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
